Series,Episode.x,Baker,Baker_Age,Baker_Occupation,Technical,Result,Viewership,Signature_Bake,Showstopper,Hometown,source.x,source.y,Episode.y
6,6,nadiya,NA,NA,4,IN,12.36,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,NA,NA,bakes,4
6,6,nadiya,NA,NA,4,IN,12.39,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,NA,NA,bakes,5
6,6,nadiya,NA,NA,4,IN,12,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,NA,NA,bakes,6
6,6,nadiya,NA,NA,4,IN,12.35,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,NA,NA,bakes,7
6,6,nadiya,NA,NA,4,IN,11.09,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,NA,NA,bakes,8
6,6,nadiya,NA,NA,4,IN,12.65,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,NA,NA,bakes,9
6,6,nadiya,NA,NA,4,IN,15.05,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,NA,NA,bakes,10
6,6,paul,NA,NA,5,IN,11.62,Christmas Frangipane Tart,Savoury and Sweet Bouchées,NA,NA,bakes,1
6,6,paul,NA,NA,5,IN,11.59,Christmas Frangipane Tart,Savoury and Sweet Bouchées,NA,NA,bakes,2
6,6,paul,NA,NA,5,IN,12.01,Christmas Frangipane Tart,Savoury and Sweet Bouchées,NA,NA,bakes,3
6,6,paul,NA,NA,5,IN,12.36,Christmas Frangipane Tart,Savoury and Sweet Bouchées,NA,NA,bakes,4
6,6,paul,NA,NA,5,IN,12.39,Christmas Frangipane Tart,Savoury and Sweet Bouchées,NA,NA,bakes,5
6,6,paul,NA,NA,5,IN,12,Christmas Frangipane Tart,Savoury and Sweet Bouchées,NA,NA,bakes,6
6,6,paul,NA,NA,5,IN,12.35,Christmas Frangipane Tart,Savoury and Sweet Bouchées,NA,NA,bakes,7
6,6,paul,NA,NA,5,IN,11.09,Christmas Frangipane Tart,Savoury and Sweet Bouchées,NA,NA,bakes,8
6,6,paul,NA,NA,5,IN,12.65,Christmas Frangipane Tart,Savoury and Sweet Bouchées,NA,NA,bakes,9
6,6,paul,NA,NA,5,IN,15.05,Christmas Frangipane Tart,Savoury and Sweet Bouchées,NA,NA,bakes,10
6,6,tamal,NA,NA,7,IN,11.62,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,NA,NA,bakes,1
6,6,tamal,NA,NA,7,IN,11.59,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,NA,NA,bakes,2
6,6,tamal,NA,NA,7,IN,12.01,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,NA,NA,bakes,3
6,6,tamal,NA,NA,7,IN,12.36,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,NA,NA,bakes,4
6,6,tamal,NA,NA,7,IN,12.39,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,NA,NA,bakes,5
6,6,tamal,NA,NA,7,IN,12,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,NA,NA,bakes,6
6,6,tamal,NA,NA,7,IN,12.35,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,NA,NA,bakes,7
6,6,tamal,NA,NA,7,IN,11.09,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,NA,NA,bakes,8
6,6,tamal,NA,NA,7,IN,12.65,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,NA,NA,bakes,9
6,6,tamal,NA,NA,7,IN,15.05,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,NA,NA,bakes,10
6,6,alvin,NA,NA,6,OUT,11.62,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,NA,NA,bakes,1
6,6,alvin,NA,NA,6,OUT,11.59,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,NA,NA,bakes,2
6,6,alvin,NA,NA,6,OUT,12.01,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,NA,NA,bakes,3
6,6,alvin,NA,NA,6,OUT,12.36,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,NA,NA,bakes,4
6,6,alvin,NA,NA,6,OUT,12.39,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,NA,NA,bakes,5
6,6,alvin,NA,NA,6,OUT,12,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,NA,NA,bakes,6
6,6,alvin,NA,NA,6,OUT,12.35,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,NA,NA,bakes,7
6,6,alvin,NA,NA,6,OUT,11.09,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,NA,NA,bakes,8
6,6,alvin,NA,NA,6,OUT,12.65,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,NA,NA,bakes,9
6,6,alvin,NA,NA,6,OUT,15.05,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,NA,NA,bakes,10
6,6,mat,NA,NA,1,STAR BAKER,11.62,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,NA,NA,bakes,1
6,6,mat,NA,NA,1,STAR BAKER,11.59,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,NA,NA,bakes,2
6,6,mat,NA,NA,1,STAR BAKER,12.01,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,NA,NA,bakes,3
6,6,mat,NA,NA,1,STAR BAKER,12.36,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,NA,NA,bakes,4
6,6,mat,NA,NA,1,STAR BAKER,12.39,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,NA,NA,bakes,5
6,6,mat,NA,NA,1,STAR BAKER,12,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,NA,NA,bakes,6
6,6,mat,NA,NA,1,STAR BAKER,12.35,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,NA,NA,bakes,7
6,6,mat,NA,NA,1,STAR BAKER,11.09,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,NA,NA,bakes,8
6,6,mat,NA,NA,1,STAR BAKER,12.65,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,NA,NA,bakes,9
6,6,mat,NA,NA,1,STAR BAKER,15.05,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,NA,NA,bakes,10
6,6,dorret,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,1
6,6,dorret,NA,NA,NA,NA,11.59,NA,NA,NA,NA,NA,2
6,6,dorret,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,3
6,6,dorret,NA,NA,NA,NA,12.36,NA,NA,NA,NA,NA,4
6,6,dorret,NA,NA,NA,NA,12.39,NA,NA,NA,NA,NA,5
6,6,dorret,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6
6,6,dorret,NA,NA,NA,NA,12.35,NA,NA,NA,NA,NA,7
6,6,dorret,NA,NA,NA,NA,11.09,NA,NA,NA,NA,NA,8
6,6,dorret,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,9
6,6,dorret,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,10
6,6,marie,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,1
6,6,marie,NA,NA,NA,NA,11.59,NA,NA,NA,NA,NA,2
6,6,marie,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,3
6,6,marie,NA,NA,NA,NA,12.36,NA,NA,NA,NA,NA,4
6,6,marie,NA,NA,NA,NA,12.39,NA,NA,NA,NA,NA,5
6,6,marie,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6
6,6,marie,NA,NA,NA,NA,12.35,NA,NA,NA,NA,NA,7
6,6,marie,NA,NA,NA,NA,11.09,NA,NA,NA,NA,NA,8
6,6,marie,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,9
6,6,marie,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,10
6,6,sandy,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,1
6,6,sandy,NA,NA,NA,NA,11.59,NA,NA,NA,NA,NA,2
6,6,sandy,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,3
6,6,sandy,NA,NA,NA,NA,12.36,NA,NA,NA,NA,NA,4
6,6,sandy,NA,NA,NA,NA,12.39,NA,NA,NA,NA,NA,5
6,6,sandy,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6
6,6,sandy,NA,NA,NA,NA,12.35,NA,NA,NA,NA,NA,7
6,6,sandy,NA,NA,NA,NA,11.09,NA,NA,NA,NA,NA,8
6,6,sandy,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,9
6,6,sandy,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,10
6,6,stu,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,1
6,6,stu,NA,NA,NA,NA,11.59,NA,NA,NA,NA,NA,2
6,6,stu,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,3
6,6,stu,NA,NA,NA,NA,12.36,NA,NA,NA,NA,NA,4
6,6,stu,NA,NA,NA,NA,12.39,NA,NA,NA,NA,NA,5
6,6,stu,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6
6,6,stu,NA,NA,NA,NA,12.35,NA,NA,NA,NA,NA,7
6,6,stu,NA,NA,NA,NA,11.09,NA,NA,NA,NA,NA,8
6,6,stu,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,9
6,6,stu,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,10
6,6,ugnė,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,1
6,6,ugnė,NA,NA,NA,NA,11.59,NA,NA,NA,NA,NA,2
6,6,ugnė,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,3
6,6,ugnė,NA,NA,NA,NA,12.36,NA,NA,NA,NA,NA,4
6,6,ugnė,NA,NA,NA,NA,12.39,NA,NA,NA,NA,NA,5
6,6,ugnė,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6
6,6,ugnė,NA,NA,NA,NA,12.35,NA,NA,NA,NA,NA,7
6,6,ugnė,NA,NA,NA,NA,11.09,NA,NA,NA,NA,NA,8
6,6,ugnė,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,9
6,6,ugnė,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,10
6,7,flora,NA,NA,4,IN,11.62,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",NA,NA,bakes,1
6,7,flora,NA,NA,4,IN,11.59,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",NA,NA,bakes,2
6,7,flora,NA,NA,4,IN,12.01,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",NA,NA,bakes,3
6,7,flora,NA,NA,4,IN,12.36,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",NA,NA,bakes,4
6,7,flora,NA,NA,4,IN,12.39,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",NA,NA,bakes,5
6,7,flora,NA,NA,4,IN,12,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",NA,NA,bakes,6
6,7,flora,NA,NA,4,IN,12.35,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",NA,NA,bakes,7
6,7,flora,NA,NA,4,IN,11.09,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",NA,NA,bakes,8
6,7,flora,NA,NA,4,IN,12.65,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",NA,NA,bakes,9
6,7,flora,NA,NA,4,IN,15.05,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",NA,NA,bakes,10
6,7,ian,NA,NA,5,IN,11.62,Roadkill Pie,Victoria's Crown Charlotte Russe,NA,NA,bakes,1
6,7,ian,NA,NA,5,IN,11.59,Roadkill Pie,Victoria's Crown Charlotte Russe,NA,NA,bakes,2
6,7,ian,NA,NA,5,IN,12.01,Roadkill Pie,Victoria's Crown Charlotte Russe,NA,NA,bakes,3
6,7,ian,NA,NA,5,IN,12.36,Roadkill Pie,Victoria's Crown Charlotte Russe,NA,NA,bakes,4
6,7,ian,NA,NA,5,IN,12.39,Roadkill Pie,Victoria's Crown Charlotte Russe,NA,NA,bakes,5
6,7,ian,NA,NA,5,IN,12,Roadkill Pie,Victoria's Crown Charlotte Russe,NA,NA,bakes,6
6,7,ian,NA,NA,5,IN,12.35,Roadkill Pie,Victoria's Crown Charlotte Russe,NA,NA,bakes,7
6,7,ian,NA,NA,5,IN,11.09,Roadkill Pie,Victoria's Crown Charlotte Russe,NA,NA,bakes,8
6,7,ian,NA,NA,5,IN,12.65,Roadkill Pie,Victoria's Crown Charlotte Russe,NA,NA,bakes,9
6,7,ian,NA,NA,5,IN,15.05,Roadkill Pie,Victoria's Crown Charlotte Russe,NA,NA,bakes,10
6,7,nadiya,NA,NA,1,IN,11.62,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,NA,NA,bakes,1
6,7,nadiya,NA,NA,1,IN,11.59,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,NA,NA,bakes,2
6,7,nadiya,NA,NA,1,IN,12.01,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,NA,NA,bakes,3
6,7,nadiya,NA,NA,1,IN,12.36,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,NA,NA,bakes,4
6,7,nadiya,NA,NA,1,IN,12.39,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,NA,NA,bakes,5
6,7,nadiya,NA,NA,1,IN,12,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,NA,NA,bakes,6
6,7,nadiya,NA,NA,1,IN,12.35,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,NA,NA,bakes,7
6,7,nadiya,NA,NA,1,IN,11.09,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,NA,NA,bakes,8
6,7,nadiya,NA,NA,1,IN,12.65,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,NA,NA,bakes,9
6,7,nadiya,NA,NA,1,IN,15.05,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,NA,NA,bakes,10
6,7,paul,NA,NA,2,IN,11.62,Not a Boaring Pie,Charlotte Rose,NA,NA,bakes,1
6,7,paul,NA,NA,2,IN,11.59,Not a Boaring Pie,Charlotte Rose,NA,NA,bakes,2
6,7,paul,NA,NA,2,IN,12.01,Not a Boaring Pie,Charlotte Rose,NA,NA,bakes,3
6,7,paul,NA,NA,2,IN,12.36,Not a Boaring Pie,Charlotte Rose,NA,NA,bakes,4
6,7,paul,NA,NA,2,IN,12.39,Not a Boaring Pie,Charlotte Rose,NA,NA,bakes,5
6,7,paul,NA,NA,2,IN,12,Not a Boaring Pie,Charlotte Rose,NA,NA,bakes,6
6,7,paul,NA,NA,2,IN,12.35,Not a Boaring Pie,Charlotte Rose,NA,NA,bakes,7
6,7,paul,NA,NA,2,IN,11.09,Not a Boaring Pie,Charlotte Rose,NA,NA,bakes,8
6,7,paul,NA,NA,2,IN,12.65,Not a Boaring Pie,Charlotte Rose,NA,NA,bakes,9
6,7,paul,NA,NA,2,IN,15.05,Not a Boaring Pie,Charlotte Rose,NA,NA,bakes,10
6,7,mat,NA,NA,6,OUT,11.62,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,NA,NA,bakes,1
6,7,mat,NA,NA,6,OUT,11.59,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,NA,NA,bakes,2
6,7,mat,NA,NA,6,OUT,12.01,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,NA,NA,bakes,3
6,7,mat,NA,NA,6,OUT,12.36,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,NA,NA,bakes,4
6,7,mat,NA,NA,6,OUT,12.39,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,NA,NA,bakes,5
6,7,mat,NA,NA,6,OUT,12,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,NA,NA,bakes,6
6,7,mat,NA,NA,6,OUT,12.35,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,NA,NA,bakes,7
6,7,mat,NA,NA,6,OUT,11.09,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,NA,NA,bakes,8
6,7,mat,NA,NA,6,OUT,12.65,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,NA,NA,bakes,9
6,7,mat,NA,NA,6,OUT,15.05,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,NA,NA,bakes,10
6,7,tamal,NA,NA,3,STAR BAKER,11.62,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",NA,NA,bakes,1
6,7,tamal,NA,NA,3,STAR BAKER,11.59,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",NA,NA,bakes,2
6,7,tamal,NA,NA,3,STAR BAKER,12.01,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",NA,NA,bakes,3
6,7,tamal,NA,NA,3,STAR BAKER,12.36,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",NA,NA,bakes,4
6,7,tamal,NA,NA,3,STAR BAKER,12.39,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",NA,NA,bakes,5
6,7,tamal,NA,NA,3,STAR BAKER,12,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",NA,NA,bakes,6
6,7,tamal,NA,NA,3,STAR BAKER,12.35,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",NA,NA,bakes,7
6,7,tamal,NA,NA,3,STAR BAKER,11.09,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",NA,NA,bakes,8
6,7,tamal,NA,NA,3,STAR BAKER,12.65,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",NA,NA,bakes,9
6,7,tamal,NA,NA,3,STAR BAKER,15.05,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",NA,NA,bakes,10
6,7,alvin,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,1
6,7,alvin,NA,NA,NA,NA,11.59,NA,NA,NA,NA,NA,2
6,7,alvin,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,3
6,7,alvin,NA,NA,NA,NA,12.36,NA,NA,NA,NA,NA,4
6,7,alvin,NA,NA,NA,NA,12.39,NA,NA,NA,NA,NA,5
6,7,alvin,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6
6,7,alvin,NA,NA,NA,NA,12.35,NA,NA,NA,NA,NA,7
6,7,alvin,NA,NA,NA,NA,11.09,NA,NA,NA,NA,NA,8
6,7,alvin,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,9
6,7,alvin,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,10
6,7,dorret,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,1
6,7,dorret,NA,NA,NA,NA,11.59,NA,NA,NA,NA,NA,2
6,7,dorret,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,3
6,7,dorret,NA,NA,NA,NA,12.36,NA,NA,NA,NA,NA,4
6,7,dorret,NA,NA,NA,NA,12.39,NA,NA,NA,NA,NA,5
6,7,dorret,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6
6,7,dorret,NA,NA,NA,NA,12.35,NA,NA,NA,NA,NA,7
6,7,dorret,NA,NA,NA,NA,11.09,NA,NA,NA,NA,NA,8
6,7,dorret,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,9
6,7,dorret,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,10
6,7,marie,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,1
6,7,marie,NA,NA,NA,NA,11.59,NA,NA,NA,NA,NA,2
6,7,marie,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,3
6,7,marie,NA,NA,NA,NA,12.36,NA,NA,NA,NA,NA,4
6,7,marie,NA,NA,NA,NA,12.39,NA,NA,NA,NA,NA,5
6,7,marie,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6
6,7,marie,NA,NA,NA,NA,12.35,NA,NA,NA,NA,NA,7
6,7,marie,NA,NA,NA,NA,11.09,NA,NA,NA,NA,NA,8
6,7,marie,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,9
6,7,marie,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,10
6,7,sandy,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,1
6,7,sandy,NA,NA,NA,NA,11.59,NA,NA,NA,NA,NA,2
6,7,sandy,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,3
6,7,sandy,NA,NA,NA,NA,12.36,NA,NA,NA,NA,NA,4
6,7,sandy,NA,NA,NA,NA,12.39,NA,NA,NA,NA,NA,5
6,7,sandy,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6
6,7,sandy,NA,NA,NA,NA,12.35,NA,NA,NA,NA,NA,7
6,7,sandy,NA,NA,NA,NA,11.09,NA,NA,NA,NA,NA,8
6,7,sandy,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,9
6,7,sandy,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,10
6,7,stu,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,1
6,7,stu,NA,NA,NA,NA,11.59,NA,NA,NA,NA,NA,2
6,7,stu,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,3
6,7,stu,NA,NA,NA,NA,12.36,NA,NA,NA,NA,NA,4
6,7,stu,NA,NA,NA,NA,12.39,NA,NA,NA,NA,NA,5
6,7,stu,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6
6,7,stu,NA,NA,NA,NA,12.35,NA,NA,NA,NA,NA,7
6,7,stu,NA,NA,NA,NA,11.09,NA,NA,NA,NA,NA,8
6,7,stu,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,9
6,7,stu,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,10
6,7,ugnė,NA,NA,NA,NA,11.62,NA,NA,NA,NA,NA,1
6,7,ugnė,NA,NA,NA,NA,11.59,NA,NA,NA,NA,NA,2
6,7,ugnė,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,3
6,7,ugnė,NA,NA,NA,NA,12.36,NA,NA,NA,NA,NA,4
6,7,ugnė,NA,NA,NA,NA,12.39,NA,NA,NA,NA,NA,5
6,7,ugnė,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,6
6,7,ugnė,NA,NA,NA,NA,12.35,NA,NA,NA,NA,NA,7
6,7,ugnė,NA,NA,NA,NA,11.09,NA,NA,NA,NA,NA,8
6,7,ugnė,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,9
6,7,ugnė,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,10
6,8,flora,NA,NA,3,IN,11.62,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,NA,NA,bakes,1
6,8,flora,NA,NA,3,IN,11.59,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,NA,NA,bakes,2
6,8,flora,NA,NA,3,IN,12.01,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,NA,NA,bakes,3
6,8,flora,NA,NA,3,IN,12.36,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,NA,NA,bakes,4
6,8,flora,NA,NA,3,IN,12.39,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,NA,NA,bakes,5
6,8,flora,NA,NA,3,IN,12,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,NA,NA,bakes,6
6,8,flora,NA,NA,3,IN,12.35,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,NA,NA,bakes,7
6,8,flora,NA,NA,3,IN,11.09,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,NA,NA,bakes,8
6,8,flora,NA,NA,3,IN,12.65,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,NA,NA,bakes,9
6,8,flora,NA,NA,3,IN,15.05,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,NA,NA,bakes,10
6,8,ian,NA,NA,2,IN,11.62,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,NA,NA,bakes,1
6,8,ian,NA,NA,2,IN,11.59,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,NA,NA,bakes,2
6,8,ian,NA,NA,2,IN,12.01,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,NA,NA,bakes,3
6,8,ian,NA,NA,2,IN,12.36,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,NA,NA,bakes,4
6,8,ian,NA,NA,2,IN,12.39,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,NA,NA,bakes,5
6,8,ian,NA,NA,2,IN,12,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,NA,NA,bakes,6
6,8,ian,NA,NA,2,IN,12.35,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,NA,NA,bakes,7
6,8,ian,NA,NA,2,IN,11.09,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,NA,NA,bakes,8
6,8,ian,NA,NA,2,IN,12.65,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,NA,NA,bakes,9
6,8,ian,NA,NA,2,IN,15.05,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,NA,NA,bakes,10
